Date,Open,High,Low,Close,Adj Close,Volume
2017-07-03,28.750000,28.879999,27.840000,28.070000,28.070000,9945400
2017-07-05,27.889999,29.160000,27.559999,28.950001,28.950001,11007400
2017-07-06,28.580000,28.590000,27.590000,27.809999,27.809999,10879600
2017-07-07,27.240000,27.469999,25.809999,26.480000,26.480000,15187300
2017-07-10,25.799999,28.250000,25.700001,28.030001,28.030001,12844100
2017-07-11,27.780001,28.680000,26.860001,28.490000,28.490000,10742900
2017-07-12,29.420000,29.990000,28.680000,28.709999,28.709999,10599900
2017-07-13,28.950001,29.190001,27.590000,27.709999,27.709999,9366700
2017-07-14,29.309999,29.670000,28.920000,29.100000,29.100000,9214600
2017-07-17,29.969999,30.490000,29.740000,29.840000,29.840000,6898900
2017-07-18,30.700001,30.840000,30.200001,30.379999,30.379999,6421500
2017-07-19,30.379999,30.969999,29.840000,30.520000,30.520000,5967000
2017-07-20,30.150000,31.480000,30.150000,31.030001,31.030001,6104600
2017-07-21,31.879999,31.980000,30.969999,31.480000,31.480000,7446800
2017-07-24,31.799999,31.850000,29.540001,29.780001,29.780001,9400600
2017-07-25,29.889999,31.090000,29.889999,30.420000,30.420000,7322600
2017-07-26,30.120001,33.830002,29.889999,33.090000,33.090000,14503100
2017-07-27,33.439999,33.619999,31.190001,31.520000,31.520000,10082400
2017-07-28,32.070000,33.169998,31.750000,33.080002,33.080002,6810600
2017-07-31,32.919998,33.619999,32.360001,32.799999,32.799999,5187200
